IDviis,FKey,VNr,Nr,voti,alter,tugiheli,korgus,tempo,takt,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,markusi,viis
924,1101,1,,&,bh;be,bh,,,24,2d,2d,h,h,2c,a,a,a,2c,2c,2e,2c,2d,h,h,h,,
925,1102,1,,&,,c,,,48,e,c,c,c,f,e,d,d,e,d,c,1h,d,c,c,c,,
926,1103,1,,&,#f,g,,,48,h,g,g,g,2c,h,a,a,h,a,g,f,a,g,g,g,,
927,1104,1,,&,#f,a;g,,,48,2d,h,2d,h,2c,a,a,a,2c,a,2c,a,2c[h],a,a,a,,
928,1105,1,,&,bh,f;a,,,24,a\2c,a\2c,a,a,g,g\h,a,a,2d,2d,2c,2c,2d\2c,h\g,a,a,[Vares vaga linnukese viis; pealegi 4-realine. siin esitatu korratud algul 1.-8- ja seejärel 9.-16. pos.],
929,1106,1,,&,,h;g,,,48,2d,2d,h,h,2d,2d,h,h,2d,2d,2c,2c,2e,2e,2d,2d,,
930,1107,1,,&,,c,,,,g,g,a,g,a,a,g,g,e,e,f,e,f,f,g,g,,
931,1108,1,,&,,c,,,24,g,g,a,g,a,a,g,g,e,e,f,e,f,f,g,g,,
932,1109,1,,&,,c,,,24,g,g,a,g,a,a,g,g,e,e,f,e,f,f,g,g,,
933,1110,1,,&,#f,d,,,2/4,g,g,g,g,g,f,e,e,f,f,f,f,f,f,d,d,[siin esitatud viisiosa pärit laulu lõpust; vt kartot. kaardilt nr VI 800c. Algus 1-realine. E.T.],
934,1111,1,,&,bh;be,bh,,,44,2d,2d,2c,2c,2d,2d,2e,2e,2d,2d,2c,2c,2f,2f,2f,2f,,
935,1112,1,,&,#f,g;d,,,,g,g,h,a,2c,h,g,a,a,a,f,f,g,e,d,d,,
936,1113,1,,&,#f,g;d,,,,g,g,h,a,2c,h,g,a,a,a,f,f,g,e,d,d,,
937,1114,1,,&,#f,g;d,,,,g,g,h,a,2c,h,g,a,a,a,f,f,g,e,d,d,,
938,1115,1,,&,#f,g;d,,,,g,g,h,a,2c,h,g,a,a,a,f,f,g,e,d,d,,
939,1116,1,,&,#f,g;d,,,,g,g,h,a,2c,h,g,a,a,a,f,f,g,e,d,d,,
940,1117,1,,&,,g,,,,2d,2d,2d,2d[2e],2d,2c,a,h,2c,2c,2c,2c,2c,h,g,h,,
941,1117,2,,&,,g,,,,2d,2d,2d,2d[2e],2d,2c,a,h,2c,2c,2c,2d,h,g,g,g,,
1457,1590,1,,&,,g,,,,g,h,2d,h,2d,2d/2c[2c],h,h,2c,a,h,h,g,g,g,g[d],,
2063,2094,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2064,2095,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2065,2096,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2066,2097,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2067,2098,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2068,2099,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2069,2100,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2070,2101,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2071,2102,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2072,2103,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2073,2104,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2076,2107,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2077,2108,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2078,2109,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2079,2111,1,,&,bh;be,g,,,,g[h],g[h],2e,2d,2c,h,2d[a],2c,h,g[f],h,a,g,g,g,g,,
2080,2112,1,,&,#f,e,,,,h,h,2c,h,a,f,f,g,a,a,h,a,g,e,e,e,,
2081,2113,1,,&,#f,g,h=cis,,,h,h[g],2c,h,h[a],a,g,a,a,a,h[a],a[h],g[a],f,e,e,,
2082,2114,1,,&,#f,g,h=cis,,,h,h[g],2c,h,h[a],a,g,a,a,a,h[a],a[h],g[a],f,e,e,,
2083,2115,1,,&,#f,g,h=cis,,,h,h[g],2c,h,h[a],a,g,a,a,a,h[a],a[h],g[a],f,e,e,,
2084,2116,1,,&,#f,g,h=cis,,,h,h[g],2c,h,h[a],a,g,a,a,a,h[a],a[h],g[a],f,e,e,,
2085,2117,1,,&,#f,g,h=cis,,,h,h[g],2c,h,h[a],a,g,a,a,a,h[a],a[h],g[a],f,e,e,,
2086,2118,1,,&,#f,g,h=cis,,,h,h[g],2c,h,h[a],a,g,a,a,a,h[a],a[h],g[a],f,e,e,,
2087,2119,1,,&,#f,g,h=cis,,,h,h[g],2c,h,h[a],a,g,a,a,a,h[a],a[h],g[a],f,e,e,,
2088,2120,1,,&,#f,g,h=cis,,,h,h[g],2c,h,h[a],a,g,a,a,a,h[a],a[h],g[a],f,e,e,,
2089,2121,1,,&,#f,g,h=cis,,,h,h[g],2c,h,h[a],a,g,a,a,a,h[a],a[h],g[a],f,e,e,,
2090,2122,1,,&,#f,g,h=cis,,,h,h[g],2c,h,h[a],a,g,a,a,a,h[a],a[h],g[a],f,e,e,,
2091,2123,1,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,g[g/a],h,a,h,g,g,g,,
2092,2123,2,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,h,a,a,a,g,g,g,,
2093,2123,3,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,g,h,h[a],a,g,g,g,,
2094,2123,4,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,h,a,g,h,a,a,g,g,g,,
2095,2124,1,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,g[g/a],h,a,h,g,g,g,,
2096,2124,2,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,h,a,a,a,g,g,g,,
2097,2124,3,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,g,h,h[a],a,g,g,g,,
2098,4495,1,,&,#f,g,,,24,g,d,d,2c,h,a,g,e,f/e,d,d,e/f,a,f,g,g,,
2099,2124,4,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,h,a,g,h,a,a,g,g,g,,
2100,2125,1,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,g[g/a],h,a,h,g,g,g,,
2101,2125,2,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,h,a,a,a,g,g,g,,
2102,2125,3,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,g,h,h[a],a,g,g,g,,
2103,2125,4,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,h,a,g,h,a,a,g,g,g,,
2104,2126,1,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,g[g/a],h,a,h,g,g,g,,
2105,2126,2,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,h,a,a,a,g,g,g,,
2106,2126,3,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,g,h,h[a],a,g,g,g,,
2107,2126,4,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,h,a,g,h,a,a,g,g,g,,
2108,2127,1,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,g[g/a],h,a,h,g,g,g,,
2109,2127,2,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,h,a,a,a,g,g,g,,
2110,2127,3,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,2c,h,g,h,h[a],a,g,g,g,,
2111,2127,4,,&,bh;be,g,,,,2e,2c,2d,2d,h,g,2c,h,a,g,h,a,a,g,g,g,,
2112,2128,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2113,2128,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2114,2129,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2115,2129,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2116,2130,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2117,2130,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2118,2131,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2119,2131,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2120,2132,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2121,2132,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2122,2133,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2123,2133,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2124,2134,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2125,2134,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2126,2135,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2127,2135,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2128,2136,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2212,2192,1,,&,#f,g,,,24,g,h,g,h,2d,2c\h,a,a,f,a,f,a,2c,h\a,g,g,,
2213,2192,2,,&,#f,g,,,58-38,g,h,g,2c,h,a,a,a,f,a,f,2c,h\a,g,g,g,,
2214,2193,1,,&,#f,g,,,24,g,g\a,h,h\2c,2d,2c\h,a,a,f,a,f,a\h,2c,h\a,g,g,,
2215,2194,1,,&,,c,,1/4=80,,c,d,e,e,f,f[d],f,d[e],g[f],g,g,e,d,c,c,c,,
2216,2195,1,,&,,c,,1/4=104,,g,g,g,g,a,g,g,g,g,f,e,d,c,c,c,c,,
2217,2196,1,,&,#f,g,,,24,2d,2d,2c,2c,2d,h,h,h,2d,h,2c,a,h,g,g,g,,
2218,2197,1,,&,#f,g,,,24,2d,2d,a,a,h,a[h],2c,2c,h,h,a,a,g,g,g,g,vt märkust pag. 1269.,
2219,2198,1,,&,#f,g,,,24,g,g[d],d,2c,2c,a[h/a],h,2d,2d[2d\2c],h,2c,2c,h[h\a],g,g,g,,
2220,2199,1,,&,#f,g,,,24,2d,2d,2c,h,2d,2d,a,a[g],2d,2d,2c,h,2d,2d,2d,2d,,
2221,2200,1,,&,#f,g,,,24,2d,2c[2d],h,h,2d,2c[2d],h,h,2d,2c,h,h,2d,2c,h,h,[see nagu rohkem 1-realine viis.Küll on lõpupoole kohati 2-realist; vt. siin 2. viis.  E.T.],
2222,2200,2,,&,#f,g,,,24,2e,2d[2e],2c,2c,2e,2e,2c,2c,2d,2d,h,h,2d,2d,h,h,,
2223,2201,1,,&,#f,g,,,2/4,2d,h,2d,h,a,h,g,g,2c,2c,h,h,a,a,2d,2d,,
2224,2202,1,,&,#f,g,,1/4=108,2/4,2d,2d,a,a,h,h[a],2c,2c,h,h,a,a[f],g,g,a,a,,
2225,2203,1,,&,#f,g,,,24,2d,2d,2c,a,2d,2c,h,h,h,h,a,a,g,h,2d,2d,,
2226,2204,1,,&,#f,g,,,48,2c,a,2c,a,h,g,h,h,a,f,a,a,g,h,2d,2d,,
2227,2204,2,,&,#f,g,,,48,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,,
2228,2205,1,,&,#f,g,,,48,2d,h,2c,a,h,g,h,h,a,f,a,a,g,h,2d,2d,,
2229,2206,1,,&,#f,g,,,24,h,g,h,2c,a,f,a,h,2d,2c,h,a,g,g,g,g,,
2230,2207,1,,&,#f,g,,,24,2c,2c,a,a,2d,2d,h,h,2c,2c,a,a,g,g,g,g,[=laulu lõpp; eespool pigem 1-realine. E.T.],
2231,2208,1,,&,#f,g,,,24,g,2d,2d,2d,2d,2c,2c,h,2d,2c,h,a,a,g,g,g,,
2401,2365,1,,&,#f,a,,,24,2d,2d,2d,h,h,g,g,g,2c,2c,2c,h,h,a,a,a,,
2402,2366,1,,&,#f,a,,,24,2d,2d,2d,h,h,g,g,g,2c,2c,2c,h,h,a,a,a,,
1263,1431,1,,&,#f,g;d,,,,h,h,g,g,h,h,a,a,a,g,f,e,e,d,d,d,,
1264,1431,2,,&,#f,g,,,,h,h,g,g,h,h,a,a,h,a/h,2c,a,a,g,g,g,,
1265,1432,1,,&,#f,g;d,,,,h,h,g,g,h,h,a,a,a,g,f,e,e,d,d,d,,
1266,1432,2,,&,#f,g,,,,h,h,g,g,h,h,a,a,h,a/h,2c,a,a,g,g,g,,
1267,1433,1,,&,,g,,,,2c,2c,2e,2c,h,h,g,h,2c[2d],h,2c,a,2c,a[h],g,g,,
1268,1434,1,,&,#f,c,,,,2d,2e,2c,2c,a,a[g],g,h,2d,2d,h,h[g],2d[2c],2c,2c,2c[2d],,
1269,1435,1,,&,#f,g;d,,,,g,h,a,f,g,d,d,d,e,e,a,g,f,d,d,d,,
1270,1435,2,,&,#f,e,,,,g,h,a,f,g,d,d,d,e,e,a,g,e,e,e,e,,
1271,1436,1,,&,#f,g,,,,h,g,g,g,f,e,e,d,f,f,a,f,a,g,g,g,,
1272,1437,1,,&,#f,g,,,,g[a],h[2c],g[a],g,h,a,f,d,f,a,f,f,a,g,g,g,,
1273,1438,1,,&,#f,g,,,,g[a],h[2c],g[a],g,h,a,f,d,f,a,f,f,a,g,g,g,,
1274,1439,1,,&,#f,g,,,,g[a],h[2c],g[a],g,h,a,f,d,f,a,f,f,a,g,g,g,,
1275,1440,1,,&,,c,,,,2c,2c,2e,2c,2c,a,g,a,2d,h,a,g,2c,2c,2c,2c,,
1276,1441,1,,&,,c,,,,2c,2c,2e,2c,2c,a,g,a,2d,h,a,g,2c,2c,2c,2c,,
1277,1442,1,,&,,c,,,,2c,2c,2e,2c,2c,a,g,a,2d,h,a,g,2c,2c,2c,2c,,
1278,1443,1,,&,#f,g;d,,,,g,g,h,g,f,a,f,a,g,g,h,g,e,d,d,d,,
1279,1444,1,,&,,g,,,,2c,a,g,g,2c,h,2c,2e,2d,2c,h,a,a,g,g,g,,
1280,1445,1,,&,#f,g,,,,g,h,g,g,f,f,d,d,f,a,f,e/f,g,g,g,g,,
1281,1446,1,,&,#f,d,,,,h,h,a,h/a,g/f,e,e,f/g,a,a,e,e,e,d,d,d,,
1282,1447,1,,&,,a,,Moderato,,a,2c,2e,2e,2c,h,h,a,g,h,2d,2d,h,a,a,a,,
1283,1448,1,,&,,a,,Moder,,2c,2e,2e,2e,2c,2d,2d,2d,2c,2c,h,h,g,a,a,a,,
1284,1448,2,,&,,a,,Moder,,2c,2e,2e,2c,2c,2d,2d,2e,22c,2c,h,h,g,a,a,a,,
1285,1449,1,,&,bh,g,,,,2d,2c,h,2d,2c,h,g,g,a,f,f,a,h,g,g,g,,
1286,1450,1,,&,bh,g,,,,2d,2c,h,2d,2c,h,g,g,a,f,f,a,h,g,g,g,,
1287,1451,1,,&,,g,,,,g,g,2e,2c,a,a,g,g,g,2e,2c,a,a,g,g,g,[kui vaadata teise nurga alt; siis võib see ka 1-realine viis olla; sõltuvalt kirjasoleva rütmi tõlgendamisest. ET],
1288,1452,1,,&,bh,g,,,,2c,2d/2c,h,g,h,a,2d,g,2c,2c,h,g,f,g,g,g,,
1289,1453,1,,&,,a,,,,2e,2e,2e,2d,h,g,g,h,2d,2d,2d[2c],2c[h],h,a,a,2c[a],,
1290,1454,1,,&,,a,,,,2e,2e,2e,2d,h,g,g,h,2d,2d,2d[2c],2c[h],h,a,a,2c[a],,
1291,1455,1,,&,,a,,,,2e,2e,2e,2d,h,g,g,h,2d,2d,2d[2c],2c[h],h,a,a,2c[a],,
1292,1456,1,,&,,a,,,,2e,2e,2e,2d,h,g,g,h,2d,2d,2d[2c],2c[h],h,a,a,2c[a],,
1293,1457,1,,&,,a,,,,2e,2e,2e,2d,h,g,g,h,2d,2d,2d[2c],2c[h],h,a,a,2c[a],,
1294,1458,1,,&,,a,,,,a,a/h,2e,2e,2d,2e,h,g,g,g/h,2d,2e/2d,2c,a,a,a,,
1295,1459,1,,&,,g,,,,2c,2e,2c,h,h,a,a,a,a,2d,h,a,a,g,g,g,,
1296,1460,1,,&,,g,,,,2c,2e,2c,h,h,a,a,a,a,2d,h,a,a,g,g,g,,
1297,1461,1,,&,,g,,,,2c,2e,2c,h,h,a,a,a,a,2d,h,a,a,g,g,g,,
1298,1462,1,,&,,g,,,,2c,2e,2c,h,h,a,a,a,a,2d,h,a,a,g,g,g,,
1299,1463,1,,&,bh,g,,kaunis elavalt; kindel tempo,,2d,2d,2c,2c,2d,h,a,a,h,g,f,f,g,g,g,g,K. V.: Toon on g-mollist pärit - sellepärast kippus laulja mõnes kohas f kõrgema võtma - enamasti siiski f.  (sõnade ära jagamine on nr. [EÜS VIII 2504] 35 õigem kui [EÜS VIII 2503] 35 (pag 1263)).,
1300,1464,1,,&,bh,g,,kaunis elavalt; kindel tempo,,2d,2d,2c,2c,2d,h,a,a,h,g,f,f,g,g,g,g,K. V.: Toon on g-mollist pärit - sellepärast kippus laulja mõnes kohas f kõrgema võtma - enamasti siiski f.  (sõnade ära jagamine on nr. [EÜS VIII 2504] 35 õigem kui [EÜS VIII 2503] 35 (pag 1263)).,
1301,1465,1,,&,,g,,,,a,h/2c,2d,2d,2d,2c,2e,2c,h,a,2c,a,a,g,g,g,,
1302,1465,2,,&,,a,,,,a,h/2c,2d,2d,2d,2c,2e,2c,h,a,2c,a,a,a,a,a,,
1303,1466,1,,&,,g,,,,a,h/2c,2d,2d,2d,2c,2e,2c,h,a,2c,a,a,g,g,g,,
1304,1466,2,,&,,a,,,,a,h/2c,2d,2d,2d,2c,2e,2c,h,a,2c,a,a,a,a,a,,
1305,1467,1,,&,,g,,,,a,h/2c,2d,2d,2d,2c,2e,2c,h,a,2c,a,a,g,g,g,,
1306,1467,2,,&,,a,,,,a,h/2c,2d,2d,2d,2c,2e,2c,h,a,2c,a,a,a,a,a,,
1307,1468,1,,&,,g,,,,a,h/2c,2d,2d,2d,2c,2e,2c,h,a,2c,a,a,g,g,g,,
1308,1468,2,,&,,a,,,,a,h/2c,2d,2d,2d,2c,2e,2c,h,a,2c,a,a,a,a,a,,
1309,1469,1,,&,,g,,,,a,2d,2c/h,a,2d,2c/h,a,h/2c,2d,2e,2c,h,2c,a,g,g,,
1310,1470,1,,&,,g,,,,a,2d,2c/h,a,2d,2c/h,a,h/2c,2d,2e,2c,h,2c,a,g,g,,
1311,1471,1,,&,,g,,,,a,2d,2c/h,a,2d,2c/h,a,h/2c,2d,2e,2c,h,2c,a,g,g,,
1312,1472,1,,&,,g,,,,a,2d,2c/h,a,2d,2c/h,a,h/2c,2d,2e,2c,h,2c,a,g,g,,
1313,1473,1,,&,,g,,,,a,2d,2c/h,a,2d,2c/h,a,h/2c,2d,2e,2c,h,2c,a,g,g,,
1314,1474,1,,&,,g,,,,a,2d,2c/h,a,2d,2c/h,a,h/2c,2d,2e,2c,h,2c,a,g,g,,
1315,1475,1,,&,,g,,,,a,2d,2c/h,a,2d,2c/h,a,h/2c,2d,2e,2c,h,2c,a,g,g,,
1316,1476,1,,&,,g,,,,a,2d,2c/h,a,2d,2c/h,a,h/2c,2d,2e,2c,h,2c,a,g,g,,
1317,1477,1,,&,,g,,,,a,h,2c,h,2e,2d,2c,h,2c,h,a,a,g,g,g,g,,
1318,1478,1,,&,,a,,,,2e,2e,2d,h,g[h],g,g,h,2d,2d,2c,a[2c],a,a,a,a,,
1319,1479,1,,&,,a,,,,2d,2d,2d,2c,2e,2e,2c,a,2c,2c,h,g,a,a,a,h/2c,[P12] kohal sai lauldud g; mitte gis. Viis Nr 6 sai 2 moodi lauldud - vt a ja b. P. P.,
1320,1480,1,,&,,a,,,,2d,2d,2d,2c,2e,2e,2c,a,2c,2c,h,g,a,a,a,h/2c,[P12] kohal sai lauldud g; mitte gis. Viis Nr 6 sai 2 moodi lauldud - vt a ja b. P. P.,
1321,1481,1,,&,,a,,,,2d,2d,2d,2c,2e,2e,2c,a,2c,2c,h,g,a,a,a,h/2c,[P12] kohal sai lauldud g; mitte gis. Viis Nr 6 sai 2 moodi lauldud - vt a ja b. P. P.,
1322,1482,1,,&,,a,,,,2d,2d,2d,2c,2e,2e,2c,a,2c,2c,h,g,a,a,a,h/2c,[P12] kohal sai lauldud g; mitte gis. Viis Nr 6 sai 2 moodi lauldud - vt a ja b. P. P.,
1323,1483,1,,&,,a,,,,2d,2d,2d,2c,2e,2e,2c,a,2c,2c,h,g,a,a,a,h/2c,[P12] kohal sai lauldud g; mitte gis. Viis Nr 6 sai 2 moodi lauldud - vt a ja b. P. P.,
1377,1519,2,,&,#f,g;d,,,,g,g,h,a,2c,h,h,g,g,h,a,a,f,f,d,d,,
2747,2690,1,,&,bh,f,,,,2c,2c,2f,2d,2c,a,2c,f,a,g\a,h,e,g,f,f,f,,
2748,2691,1,,&,,c,,,24,2c,2e,2d,2c,h,a,g,g,h,2d,g,h,2d,2c,2c,2c,,
2749,2692,1,,&,,a,,,24,a,2c,2e,2d,2e,h,2c,2d,2e,2d,h,h,2c,a,a,a,,
2750,2693,1,,&,,a,,,24,a,a,2c,2e,2e,2d,a,h,2e,2e,2d,h,2d,2c,a,a,,
2751,2694,1,,&,,c,,,24,g,g,e,e,d,d,d,e,f,f,d,d,c,c,c,e,,
2752,2695,1,,&,,a,,,24,e,g,h,a,g,f,e,a,a,g,g,f,e,e,e,e,,
2753,2696,1,,&,#f,g,,,44,h,h,2c,h,a,g,f,g,a,a,h,a,g,g,g,g,,
2754,2697,1,,&,#f,g,,,44,2d,h,a,2c,h,g,g,g[e],a,f,e,g,f,e,d,d[1a],,
2755,2698,1,,&,#f,g,,,44,2d,h,a,2c,h,g,g,g[e],a,f,e,g,f,e,d,d[1a],,
2756,2699,1,,&,#f,g,,,44,2d,h,a,2c,h,g,g,g[e],a,f,e,g,f,e,d,d[1a],,
2757,2700,1,,&,bh;be,g,,,44,h,h,2d,2d,2c,2c,h,a,2d,2d,h[2c],a,h[a],g,g,g,,
2758,2701,1,,&,bh;be,g,,,44,h,h,2d,2d,2c,2c,h,a,2d,2d,h[2c],a,h[a],g,g,g,,
2759,2702,1,,&,bh;be,g,,,44,h,h,2d,2d,2c,2c,h,a,2d,2d,h[2c],a,h[a],g,g,g,,
2760,2703,1,,&,bh;be,g,,,44,h,h,2d,2d,2c,2c,h,a,2d,2d,h[2c],a,h[a],g,g,g,,
2761,2704,1,,&,#f,g,,,24,2d,h,h,g,g,f,f[a],a,2c[a],a,a[2c],f[a],g[a],g,g,g,,
2762,2705,1,,&,#f,g,,,24,2d,h,h,g,g,f,f[a],a,2c[a],a,a[2c],f[a],g[a],g,g,g,,
2763,2706,1,,&,bh,f,,,,2c,2c,2c,2c,h,a,f,f,h,h,h,g,a,a,g,g,,
2764,2707,1,,&,,a,,,44,a,a,2c,2e,2e,h\2c,h,h,2c,2e,2d,h,2c,a,#g\a,a,,
2765,2708,1,,&,,c,,,24,e,f,g,e,g,f,e,d,d,e,f,d,c,c,c,c,,
2766,2709,1,,&,bh,f,,,24,h,g,a,h,2c,a,f,a,2c,2c,h,h,a,g,g,g,,
2767,2710,1,,&,,a,,,,2d,2d,2d,2d,2d,2d,2d,2d,a,a,a,a,a,a,a,a,,
2768,2711,1,,&,,a,,,34,a\2c,2e,2d,h,2d\2c,h,h,h,h\2c,2d,2c,h,2c\h,a,a,a,,
2769,2712,1,,&,#f;#c,d,,,24,f,f,f,e\f,g,g,f,d,f,e,g,e,e,d,d,d,,
2770,2713,1,,&,#f,g,,,24,g,e,e,c,e,d,d,1h,c,c,1a,1a,d,d,d,d,,
2771,2714,1,,&,,c,,,,2c,2e,2e,2d,2d,2e,2e,2c,2c,2e,2e,2d,2f,2e,2c,2c,,
2772,2715,1,,&,#f,g,,,24,h,h,2d,2d,2c,h,h,a,h,h,a,g,g,g,g,g,,
2773,2716,1,,&,#f,g,,,24,a,h,2c,h,2c,h,h,2e,2e,2d,2d,2c,2c,h,a,a,,
2774,2717,1,,&,bh;be;ba,be,,,24,h,g,g,e,e,d,d,f,a,f,f,d,e,e,e,g,,
2775,2718,1,,&,bh;be;ba,be,,,24,h,g,g,e,e,d,d,f,a,f,f,d,e,e,e,g,,
2776,2719,1,,&,bh;be;ba,be,,,24,h,g,g,e,e,d,d,f,a,f,f,d,e,e,e,g,,
1324,1484,1,,&,,a,,,,2d,2d,2d,2c,2e,2e,2c,a,2c,2c,h,g,a,a,a,h/2c,[P12] kohal sai lauldud g; mitte gis. Viis Nr 6 sai 2 moodi lauldud - vt a ja b. P. P.,
3435,3362,1,,&,#f,g,,,24,h,h\2d,h,g,g,g,f,a,a,a\2c,a,f,g,g,g,g,,
3436,3363,1,,&,bh,f,,,,f,f,a,f,a,a,g,g,h,g,e,e,g,g,f,f,,
3437,3364,1,,&,bh;be,bh,,,,f,f[d],h,h,a[a\h],a,c,e[c],a,a,g,g,f,f,f,d,,
3438,3364,2,,&,bh;be,bh,,,,f,f,h,h,a,g,a,a,c,d,e,g,g,f,f,f[d],,
3439,3365,1,,&,#f,g,,,44,h,h,2d,h,2c,a,a,a[f][d],g,a,2c,a,h,g,g,g,,
3440,3366,1,,&,#f,g,,,44,h,h,2d,h,2c,a,a,a[f][d],g,a,2c,a,h,g,g,g,,
3441,3367,1,,&,bh,f,,,44,2c,a,a,f,a,h,2c,2d,h,g,g,e,g[f],g,a,2c,,
3442,3368,1,,&,bh,f,,,44,2c,a,a,f,a,h,2c,2d,h,g,g,e,g[f],g,a,2c,,
3443,3369,1,,&,bh,f,,,44,2c,a,a,f,a,h,2c,2d,h,g,g,e,g[f],g,a,2c,,
3444,3370,1,,&,bh,f,,,44,2c,a,a,f,a,h,2c,2d,h,g,g,e,g[f],g,a,2c,,
3445,3371,1,,&,#f,g,,,24,g,h\2c,2d,h,2c,h,h,g[a\h],2c,a,a[g],g,g,g,g,g[d],,
